occurrence_id,deck,slide_number,hidden_slide,object_id,object_name,sha256,duplicate_group,role,provenance,rights_status,treatment,destination,status,notes
DPN02. Attention_Prediction_Expectation:s28:o1,DPN02. Attention_Prediction_Expectation.pptx,28,False,8,Content Placeholder 5,58627da931fd9fe6ffe357e2b6765f6dfba31e449d0abb59f8b70de084b1ae7c,sha256:58627da931fd9fe6,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Thatcher stimulus is protected; the named illusion, mechanism, and primary citation are in prose. Raw asset ppt/media/image25.jpeg, 927×514 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s28:o2,DPN02. Attention_Prediction_Expectation.pptx,28,False,9,Content Placeholder 5,58627da931fd9fe6ffe357e2b6765f6dfba31e449d0abb59f8b70de084b1ae7c,sha256:58627da931fd9fe6,duplicate,exact embedded-asset duplicate of DPN02 slide 28 occurrence o1,protected,duplicate-accounted,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 28 occurrence o1. Raw asset ppt/media/image25.jpeg, 927×514 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s29:o1,DPN02. Attention_Prediction_Expectation.pptx,29,False,21,Content Placeholder 5,1391a03629563a35c073375ad0893ddc1ebd42e3996d10596134bd21661a56e4,sha256:1391a03629563a35,substantive,third-party animated illusion; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Hollow-face animation is not copied; the light/shape prior is explained in prose. Raw asset ppt/media/image26.gif, 500×281 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s30:o1,DPN02. Attention_Prediction_Expectation.pptx,30,False,2,Picture 1,4754a962ba5e5c1591958d22d074cf2006b81d8f9b12bc2013bfc72bf1e041f8,sha256:4754a962ba5e5c15,substantive,third-party perception stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Traffic-light colour construction images are replaced by the general inference-from-context explanation. Raw asset ppt/media/image27.png, 522×1080 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s30:o2,DPN02. Attention_Prediction_Expectation.pptx,30,False,5,Picture 4,690b9b6024046de5b8e174079bcf82c3024f4c6059c82c002284424bfc1392fe,sha256:690b9b6024046de5,substantive,third-party perception stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Traffic-light colour construction images are replaced by the general inference-from-context explanation. Raw asset ppt/media/image28.png, 234×245 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s31:o1,DPN02. Attention_Prediction_Expectation.pptx,31,False,5,Content Placeholder 5,4911ed05c26315a3ab37c834d4a249513ddced68cef1b0b8c2a2cb82dc3a98ef,sha256:4911ed05c26315a3,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Footprint shading stimulus is not copied; the light-from-above prior is described in prose. Raw asset ppt/media/image29.png, 712×163 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s32:o1,DPN02. Attention_Prediction_Expectation.pptx,32,False,17,Picture 6,5c6d8fff1e4371f11b63fa6531731876a37bed991cad4d6f94e9d0aef9eda85e,sha256:5c6d8fff1e4371f1,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Checker-shadow GIF and static variants are not copied; identical-luminance inference is named, explained, and cited. Raw asset ppt/media/image30.gif, 540×420 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s32:o2,DPN02. Attention_Prediction_Expectation.pptx,32,False,18,Picture 2,2ede3447be97de886f324a4504ade1120e34ea0c7ecb6e6c3b01f62c1d68354f,sha256:2ede3447be97de88,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Checker-shadow GIF and static variants are not copied; identical-luminance inference is named, explained, and cited. Raw asset ppt/media/image31.png, 1280×974 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s32:o3,DPN02. Attention_Prediction_Expectation.pptx,32,False,19,Picture 4,b454a4b2b5415bf259f1653b6c5fe3a5b286fb05437d841375d2f8a940d016e3,sha256:b454a4b2b5415bf2,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Checker-shadow GIF and static variants are not copied; identical-luminance inference is named, explained, and cited. Raw asset ppt/media/image32.png, 1280×974 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s33:o1,DPN02. Attention_Prediction_Expectation.pptx,33,False,6,Content Placeholder 5,208d9c8993ca98933184af36941e743b8510f4ecad9ea75f67071719ff32d6ea,sha256:208d9c8993ca9893,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Edge-contrast stimuli are not copied; surface, shadow, and illumination inference is explained in prose. Raw asset ppt/media/image33.png, 431×276 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s33:o2,DPN02. Attention_Prediction_Expectation.pptx,33,False,7,Content Placeholder 5,95733c86694ddee2d7a9ad4146fefc5cf392f1a461c04143b3b676a56582db10,sha256:95733c86694ddee2,substantive,third-party scientific illusion stimulus; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Edge-contrast stimuli are not copied; surface, shadow, and illumination inference is explained in prose. Raw asset ppt/media/image34.png, 431×276 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s34:o1,DPN02. Attention_Prediction_Expectation.pptx,34,False,2052,Picture 4,df4bb35e1c8bd6f6c431abdfd0d7602654278a482dbc3a36a4ace26e002e8ae1,sha256:df4bb35e1c8bd6f6,substantive,third-party news/person photograph; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#calibration-not-less-prediction-is-the-goal,complete,"Protected restored-sight photograph is replaced by a cited table row on evidence returning before coherent visual meaning. Raw asset ppt/media/image35.jpeg, 249×202 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s35:o1,DPN02. Attention_Prediction_Expectation.pptx,35,False,10,Content Placeholder 5,42508688c64bb78aff0dd186c8ce885d7177daf8ac33dff950f977459f1d4585,sha256:42508688c64bb78a,substantive,third-party neuroscience figure; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#when-inner-models-help-and-trap,complete,"Synaptic-development figure is not copied; experience-dependent tuning and learned models are represented in prose. Raw asset ppt/media/image36.jpeg, 988×546 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s36:o1,DPN02. Attention_Prediction_Expectation.pptx,36,False,6,Image 0,77b209688db7c334dfb2d2a85b0ffdfa60adc498295c32aea5ed17b276baf242,sha256:77b209688db7c334,substantive,generated-looking conceptual illustration; creation provenance unclear,unclear,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#when-inner-models-help-and-trap,complete,"Generated-looking maze metaphor is omitted as expression; strong-model benefits and traps are explained directly. Raw asset ppt/media/image37.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s39:o1,DPN02. Attention_Prediction_Expectation.pptx,39,False,13,Picture 12,d966538c47a6b355d87a23244d10b2afb45a0cc758ef4907ee4a7f556422724a,sha256:d966538c47a6b355,substantive,Protected B/13 context demonstration component; source pixels are not reused,protected,original-replacement,figures/context-b13-demonstration.svg; chapters/04-the-predictive-mind-perception-is-inference.qmd#fig-context-b13-demonstration,complete,"A new vector mark is instantiated identically in number and letter contexts. The caption labels it as a demonstration rather than evidence for a neural mechanism or effect size. Raw asset ppt/media/image38.jpeg, 402×1372 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s39:o2,DPN02. Attention_Prediction_Expectation.pptx,39,False,14,Picture 13,111d9ffd11021111d3867f87ca69864c6ed125b8b40d6640eb6780ed1c3d9fd7,sha256:111d9ffd11021111,substantive,Protected B/13 context demonstration component; source pixels are not reused,protected,original-replacement,figures/context-b13-demonstration.svg; chapters/04-the-predictive-mind-perception-is-inference.qmd#fig-context-b13-demonstration,complete,"A new vector mark is instantiated identically in number and letter contexts. The caption labels it as a demonstration rather than evidence for a neural mechanism or effect size. Raw asset ppt/media/image39.jpeg, 1018×412 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s39:o3,DPN02. Attention_Prediction_Expectation.pptx,39,False,15,Picture 14,36e52a3f26b85fc0b9dcbb26d41d151ae51bc975cb01d70c354bc944abc4bbf5,sha256:36e52a3f26b85fc0,substantive,Protected B/13 context demonstration component; source pixels are not reused,protected,original-replacement,figures/context-b13-demonstration.svg; chapters/04-the-predictive-mind-perception-is-inference.qmd#fig-context-b13-demonstration,complete,"A new vector mark is instantiated identically in number and letter contexts. The caption labels it as a demonstration rather than evidence for a neural mechanism or effect size. Raw asset ppt/media/image40.jpeg, 355×413 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s40:o1,DPN02. Attention_Prediction_Expectation.pptx,40,False,9,Content Placeholder 5,fcf27fdc87c9feff7a0aab49128f2ee0a6739e3b32cfc10209f28666c9a41dd6,sha256:fcf27fdc87c9feff,substantive,historical ambiguity scan; exact source unverified,unclear,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Exact duck–rabbit scan provenance is unverified; contextual interpretation is represented in prose. Raw asset ppt/media/image41.jpeg, 1296×775 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s41:o1,DPN02. Attention_Prediction_Expectation.pptx,41,False,6,Picture 5,f661e27a358a26ce7f0f70f1d13ea0ad858351a1eb0e7c00b02f35c5a5a4758d,sha256:f661e27a358a26ce,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Ambiguous line drawings are protected/unclear and are replaced by a self-contained ambiguous-phrase demonstration. Raw asset ppt/media/image42.png, 1122×1402 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s41:o2,DPN02. Attention_Prediction_Expectation.pptx,41,False,8,Picture 7,6417b9c3eab1f91ea563c64b2af843ba164ba774febf322a4045f7adb891a85e,sha256:6417b9c3eab1f91e,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Ambiguous line drawings are protected/unclear and are replaced by a self-contained ambiguous-phrase demonstration. Raw asset ppt/media/image43.png, 1448×1086 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s41:o3,DPN02. Attention_Prediction_Expectation.pptx,41,False,9,Picture 8,4477db1147e378969c03a69c7fb8e34ab6cd23a23129378eb9aa4930cbed8fbf,sha256:4477db1147e37896,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Ambiguous line drawings are protected/unclear and are replaced by a self-contained ambiguous-phrase demonstration. Raw asset ppt/media/image44.png, 1358×1018 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s42:o1,DPN02. Attention_Prediction_Expectation.pptx,42,False,1026,Picture 2,ee6f43a9b86d3cd39d9ad1ab3af4ff7df84f63f1d9baf6a79e6f2c941ff8f64a,sha256:ee6f43a9b86d3cd3,substantive,third-party journal result graphic; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Squirrel/alligator result plot is not reproduced; the substantive context-and-model mechanism is represented in prose. Raw asset ppt/media/image45.png, 595×443 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s43:o1,DPN02. Attention_Prediction_Expectation.pptx,43,False,6,Picture 5,e2b7d04049921eb7c3ce80bb555241f6f786e1babb88b8663992946a626f80de,sha256:e2b7d04049921eb7,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Section or title artwork carries no unique evidence. Raw asset ppt/media/image46.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s45:o1,DPN02. Attention_Prediction_Expectation.pptx,45,False,6,Image 0,30c65c97309dff6da9ee5c183ba20a4336246c5acf1cc2d19cab49f681c0ba20,sha256:30c65c97309dff6d,substantive,generated-looking clinical illustration; rights unclear,unclear,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectation-in-the-body,complete,"Generated-looking clinical scene is omitted; placebo/nocebo pathways and ethical communication are represented in sourced prose. Raw asset ppt/media/image47.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s48:o1,DPN02. Attention_Prediction_Expectation.pptx,48,False,7,Picture 6,8ab92a28dbcb93aa5a1cff6fd6dbf1f5b56ff8004d8d391da654166db80c808d,sha256:8ab92a28dbcb93aa,substantive,third-party or generated classroom/student image; no license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#identity-and-the-meaning-of-difficulty,complete,"Stereotype/identity image is not copied; identity salience and culturally contingent performance are described and cited. Raw asset ppt/media/image48.png, 1448×1086 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s49:o1,DPN02. Attention_Prediction_Expectation.pptx,49,False,9,Content Placeholder 5,705dcc87529522efaf118c0fbe0249804f59140ae79875b7af7f29cd7253b2a0,sha256:705dcc87529522ef,substantive,third-party study-result chart; no license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#identity-and-the-meaning-of-difficulty,complete,"Gender-gap chart is not reproduced; cross-context variation and its interpretive boundary are in prose. Raw asset ppt/media/image49.jpeg, 1340×838 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s50:o1,DPN02. Attention_Prediction_Expectation.pptx,50,False,6,Image 0,e0ce5784bc8e112e35be824f480199d8e55d4bd4eee7f3d094412a760817b1ef,sha256:e0ce5784bc8e112e,substantive,generated-looking conceptual illustration; rights unclear,unclear,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectation-in-the-body,complete,"Generated-looking stress illustration is omitted; stress-mindset pathways and constraints are described and cited. Raw asset ppt/media/image50.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s52:o1,DPN02. Attention_Prediction_Expectation.pptx,52,False,9,Content Placeholder 5,b78e636d2cae9f0afb432164c0de861a1842f22f19728e4fd7b1c9248c633105,sha256:b78e636d2cae9f0a,substantive,third-party result chart; no license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectation-in-the-body,complete,"Five-phase mortality chart is not redrawn; the historical claim, plausible pathways, and published reanalysis are stated in prose. Raw asset ppt/media/image51.jpeg, 1200×752 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s53:o1,DPN02. Attention_Prediction_Expectation.pptx,53,False,6,Image 0,3bd103d43b747a334e5eeda4f32db541b03a2583edd16172593acb3ec22b2d88,sha256:3bd103d43b747a33,substantive,generated-looking person photograph; rights unclear,unclear,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#identity-and-the-meaning-of-difficulty,complete,"Generated-looking aging photograph is omitted; aging expectations are covered in sourced prose. Raw asset ppt/media/image52.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s54:o1,DPN02. Attention_Prediction_Expectation.pptx,54,False,9,Content Placeholder 5,36106f77df6c88007f6758c25c427e847cd0600a746f33956aaace7bbac4e797,sha256:36106f77df6c8800,substantive,third-party study-result graphic; no license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#identity-and-the-meaning-of-difficulty,complete,"Aging/longevity result graphic is not copied; the reported associations and non-magic boundary are cited in prose. Raw asset ppt/media/image53.jpeg, 1320×1393 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s55:o1,DPN02. Attention_Prediction_Expectation.pptx,55,False,7,Picture 6,2af8d6a48b5d69f78042723177076808424787c8c1b09c2eec87919fedff3a9b,sha256:2af8d6a48b5d69f7,substantive,third-party person or media image; no license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#identity-and-the-meaning-of-difficulty,complete,"Protected older-adult example image is omitted; controllable action is separated from biology and inequality in prose. Raw asset ppt/media/image54.jpeg, 896×688 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s56:o1,DPN02. Attention_Prediction_Expectation.pptx,56,False,5,Picture 4,b74a815cdc93004c73e4c6b39750e8bc3ff32b2a38a10798a6438310c6f607d9,sha256:b74a815cdc93004c,substantive,deck-embedded conceptual diagram; no reusable license metadata,unclear,represented-in-existing-book-visual,figures/expectation-loop.svg,complete,"Raster expectation interaction graphic maps to the original expectation-loop SVG and its independent-evidence test. Raw asset ppt/media/image55.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s57:o1,DPN02. Attention_Prediction_Expectation.pptx,57,False,10,Picture 9,c2b56531ed3329a913f19140f3a32ab31dc308e8ff1d49c76f54bcf214115167,sha256:c2b56531ed3329a9,substantive,film poster; no reusable license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectations-between-people,complete,"My Fair Lady poster is protected; the Pygmalion origin, teacher-expectancy evidence, and caveats are in prose. Raw asset ppt/media/image56.tiff, 550×800 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s58:o1,DPN02. Attention_Prediction_Expectation.pptx,58,False,7,Picture 6,bc90ee66a01bccc7c3adb2396e7c0beccb5faeda291efee6db731bf9fced82f4,sha256:bc90ee66a01bccc7,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectations-between-people,complete,"Teacher/student image and chart fragments are not copied; the randomly labelled bloomers study and later boundary evidence are cited. Raw asset ppt/media/image57.png, 796×702 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s58:o2,DPN02. Attention_Prediction_Expectation.pptx,58,False,6,Picture 5,422b89e6ecd7d715f9b21216da5a15da20c4cafa3f82e82ac1e339cbe15fd56e,sha256:422b89e6ecd7d715,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectations-between-people,complete,"Teacher/student image and chart fragments are not copied; the randomly labelled bloomers study and later boundary evidence are cited. Raw asset ppt/media/image58.png, 199×72 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s58:o3,DPN02. Attention_Prediction_Expectation.pptx,58,False,9,Image 0,3158c24ec0568e7ba0574ffd38f5ab33b2139a4b804bca615df4d1b945bcaefb,sha256:3158c24ec0568e7b,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectations-between-people,complete,"Teacher/student image and chart fragments are not copied; the randomly labelled bloomers study and later boundary evidence are cited. Raw asset ppt/media/image59.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s59:o1,DPN02. Attention_Prediction_Expectation.pptx,59,False,6,Image 0,3ceeced78de3ba08a8677c4ca54dd691bc459ebb3ca40139ff78fa345a3df276,sha256:3ceeced78de3ba08,substantive,generated-looking strategy illustration; rights unclear,unclear,represented-in-existing-book-visual,figures/expectation-loop.svg,complete,"Generated strategy image maps to the original loop diagram and the product-underinvestment case in prose. Raw asset ppt/media/image60.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s60:o1,DPN02. Attention_Prediction_Expectation.pptx,60,False,3,Picture 2,d420bdb1d1e4a58697805f283f3fc0de2418dc5139a7416ae298b57b50568815,sha256:d420bdb1d1e4a586,substantive,"commercial wine, beer, or energy-drink product photograph; no reusable license",protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectation-in-the-body,complete,"Wine, beer, and energy-drink product images are not reproduced; all three expectation studies are described and cited. Raw asset ppt/media/image61.jpeg, 447×447 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s60:o2,DPN02. Attention_Prediction_Expectation.pptx,60,False,4,Picture 3,592142e2591586df2e565984dc131d7aabfcf95b1be771dacd29c4cb791674df,sha256:592142e2591586df,substantive,"commercial wine, beer, or energy-drink product photograph; no reusable license",protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectation-in-the-body,complete,"Wine, beer, and energy-drink product images are not reproduced; all three expectation studies are described and cited. Raw asset ppt/media/image62.jpeg, 357×560 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s60:o3,DPN02. Attention_Prediction_Expectation.pptx,60,False,14,Picture 13,6b7dc228235eb907aa579f483178869433ed81620fed68fbb17dc98be4998ed7,sha256:6b7dc228235eb907,substantive,"commercial wine, beer, or energy-drink product photograph; no reusable license",protected,represented-in-text-or-activity,chapters/06-expectations-when-predictions-become-causes.qmd#expectation-in-the-body,complete,"Wine, beer, and energy-drink product images are not reproduced; all three expectation studies are described and cited. Raw asset ppt/media/image63.png, 300×315 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s63:o1,DPN02. Attention_Prediction_Expectation.pptx,63,False,4,Image 0,dc3c42270e494a1955bf55718e078c33d2662bdb3fb20294ab42c423a6c913d9,sha256:dc3c42270e494a19,duplicate,exact embedded-asset duplicate of DPN01 slide 54 closing art,unclear,duplicate-accounted,none,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 54 closing art. Raw asset ppt/media/image64.jpeg, 1672×941 px; duplicate-group count in global inventory: 3."
DPN02. Attention_Prediction_Expectation:s64:o1,DPN02. Attention_Prediction_Expectation.pptx,64,False,2,Image 0,67146575d2c8d0740eb30e15fca03fa6518fd2d0c310f3af86d07814e49e70fc,sha256:67146575d2c8d074,duplicate,exact embedded-asset duplicate of DPN01 slide 55 complementary art,unclear,duplicate-accounted,none,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN01 slide 55 complementary art. Raw asset ppt/media/image65.jpg, 1672×941 px; duplicate-group count in global inventory: 3."
DPN02. Attention_Prediction_Expectation:s65:o1,DPN02. Attention_Prediction_Expectation.pptx,65,False,33,Picture 32,57b23264ebdc989ccf2b266d2695617cd013de948c1a279261c1c317c7e3119d,sha256:57b23264ebdc989c,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image66.png, 140×145 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o2,DPN02. Attention_Prediction_Expectation.pptx,65,False,38,Picture 37,75156168270209ecaa710a213eb8e315d8abee0e629ad8c3277eed1032477025,sha256:75156168270209ec,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image67.png, 175×174 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o3,DPN02. Attention_Prediction_Expectation.pptx,65,False,39,Picture 38,df50d5c286551033547200cb54e6df005d37abf75e8c6914c49877bc7259a73d,sha256:df50d5c286551033,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image68.png, 156×127 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o4,DPN02. Attention_Prediction_Expectation.pptx,65,False,40,Picture 39,bd6359afeb652b25b92078cf79277626564f41abeec44bed7101032e84b39c05,sha256:bd6359afeb652b25,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image69.png, 198×185 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o5,DPN02. Attention_Prediction_Expectation.pptx,65,False,41,Picture 40,05e35d42651fd2c0bc162042a40ed6cd05f85c846d1077b3c438779ae87e7322,sha256:05e35d42651fd2c0,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image70.png, 186×128 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o6,DPN02. Attention_Prediction_Expectation.pptx,65,False,43,Picture 42,7a198017f43c75b4ada1bfccb6a97172445d3fcc1e57cfdf5816cea125b13f1d,sha256:7a198017f43c75b4,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image71.png, 105×113 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o7,DPN02. Attention_Prediction_Expectation.pptx,65,False,42,Picture 41,0819e56a42f3f29a715e5484ed1881363dade2f31b930f9bae18f76d079138a2,sha256:0819e56a42f3f29a,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image72.png, 126×102 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o8,DPN02. Attention_Prediction_Expectation.pptx,65,False,5,Picture 4,69a01260b5730056289c1ceb71cba13818e2500bf82a8c4aae7dc442d19e11b4,sha256:69a01260b5730056,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image73.png, 82×104 px; duplicate-group count in global inventory: 2."
