"source_path","source_group","format","size_bytes","sha256","slides_or_pages","hidden_slides","notes_present","duplicate_of","role","content_summary","examples_activities","quant_claims","citations_urls","visuals_rights","current_destination","gap_status","recommended_destination","disposition","verification_notes"
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/PD_100.png","05/Evolutionary game theory/images","png","20607","ea82029bed247c6a3d2230793409361db16c04c95ed1fb98f9e2da9480a1554c","409x406 px","","","","lecture image asset","Spatial Prisoner's Dilemma screenshot after 100 updates.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 409x406 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/PD_200i.jpg","05/Evolutionary game theory/images","jpg","186629","3e1026117f0cd04294d129ed182252b4c3e61034ce85f334cb76baadb841d475","407x405 px","","","","lecture image asset","Spatial Prisoner's Dilemma screenshot after about 200 updates/iterations.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 407x405 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/PD_50o.png","05/Evolutionary game theory/images","png","18779","7000b1c2a8298ef624ff0ab2ad50044f88c1da347357597174a975a5b54b96f1","506x505 px","","","","lecture image asset","Spatial Prisoner's Dilemma screenshot after about 50 updates.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 506x505 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/PD_initial.png","05/Evolutionary game theory/images","png","23732","01a4ec6fdaa576cdc93afffebc90f7d65c0e65c95433302d65834313021b76a6","408x405 px","","","","lecture image asset","Spatial Prisoner's Dilemma initial random condition (cropped variant).","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 408x405 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/PD_initial0.png","05/Evolutionary game theory/images","png","20170","3b4a0c0dee0dc71233a2b41e8e2d08d80f38985cc3562f62d6fc395e21f3f892","506x503 px","","","","lecture image asset","Spatial Prisoner's Dilemma initial random condition (alternate dimensions).","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 506x503 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/PD_initial1.jpg","05/Evolutionary game theory/images","jpg","192352","c2479aed3f19f393b406c84f9b2cc0603b7070c151125c5e1b4214694eda86ee","388x399 px","","","","lecture image asset","Spatial Prisoner's Dilemma initial random condition (JPEG variant).","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 388x399 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/RefereeReport.docx","05/Evolutionary game theory/images","docx","21189","04fb8b3fdbf7e966d404cf004bf3fdc197753806a303f38a3abd255cd76ebe02","1 rendered page (blank)","","","","blank Word artifact","No body text, comments, tables, or media; the rendered one-page document is blank.","","","","No content.","None.","Empty/non-content.","None.","Exclude.","OOXML inspected and rendered with the document skill; one visually blank page, zero comments, zero media."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/beatles1.png","05/Evolutionary game theory/images","png","23630","2a644bbcc2b6c04f9ec7fdee06b62b4a7a3f6d56a4a54fb5840a6e5efe3a6bbe","301x211 px","","","","lecture image asset","Model chart of Small versus Large strategy frequencies converging toward Large from one initial condition.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 301x211 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/beatles2.png","05/Evolutionary game theory/images","png","21292","3aeb5da801624fffda71ee7b31dbb5a231162270c7e199dfabd747880af87130","304x210 px","","","","lecture image asset","Model chart of Small versus Large strategy frequencies converging rapidly toward Large.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 304x210 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/beatles3.png","05/Evolutionary game theory/images","png","22251","d0e4133606bca84d107564dfb8f61da7cf60d270a62c1b539bdad49363816f4d","303x212 px","","","","lecture image asset","Model chart of Small versus Large strategy frequencies converging toward Large from another initial condition.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 303x212 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/darwin.jpg","05/Evolutionary game theory/images","jpg","2231841","39926ce706ed80e19084c824f3f2a11a9297a0f9c3b2394c4c6d43d135ef4dd0","2068x2782 px","","","","lecture image asset","Caricature/illustration of Charles Darwin; source/rights not recorded.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","External photograph/illustration with no recorded license or provenance in the folder; do not reuse. Replace with verified public-domain/licensed art or an original diagram.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Replace; do not publish this asset without provenance and permission/license verification.","Opened in an all-assets montage and checked visually; dimensions 2068x2782 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/darwin0.jpg","05/Evolutionary game theory/images","jpg","22787","3aba5f28050a106e9ffe6d09a1cee36d2f9c775ac32cb597cfbca9dd944ea176","900x600 px","","","","lecture image asset","Photographic portrait of Charles Darwin; exact source/rights not recorded in the folder.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","External photograph/illustration with no recorded license or provenance in the folder; do not reuse. Replace with verified public-domain/licensed art or an original diagram.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Replace; do not publish this asset without provenance and permission/license verification.","Opened in an all-assets montage and checked visually; dimensions 900x600 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/ethnocentrism.png","05/Evolutionary game theory/images","png","42436","1cd37faa15c5c721b542bfda6d6da69e3193afae1aa55883c36dbf835b9ffd86","506x505 px","","","","lecture image asset","NetLogo ethnocentrism equilibrium-state screenshot with four colored strategy/origin types.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 506x505 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/ethnocentrism0.png","05/Evolutionary game theory/images","png","44895","ad033d270405e4491f826d92bb0e2e1e99da198a8b26808a5ecb84b1b1ffa64a","514x515 px","","","","lecture image asset","Alternate/cropped NetLogo ethnocentrism equilibrium-state screenshot.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 514x515 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/ethnocentrism_explanation.png","05/Evolutionary game theory/images","png","63082","7d3f69a582e6ae5379154fc7475e7deb1990222e10f808b9dd068166795e4fe3","1124x361 px","","","","lecture image asset","Original-looking schematic connecting red/blue ethnocentrists and egoists; simple concept diagram.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Simple conceptual schematic with no recorded license; redraw natively and cite Hammond & Axelrod/Wilensky rather than copying pixels.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Redraw as a clean accessible SVG explaining same-group/out-group strategies.","Opened in an all-assets montage and checked visually; dimensions 1124x361 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/ethnocentrism_initial.png","05/Evolutionary game theory/images","png","90331","6a8720040c71c6fe31bef13af618aeeab7767bf1c2097516d2a76a9899a93650","506x503 px","","","","lecture image asset","NetLogo ethnocentrism initial random-state screenshot.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 506x503 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/ethnocentrism_initial0.png","05/Evolutionary game theory/images","png","95483","b24f3125de0a330977f7dfcceaeca080819d14553f2dc84da07119579a007322","510x509 px","","","","lecture image asset","Alternate/cropped NetLogo ethnocentrism initial-state screenshot.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 510x509 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/giraffes.png","05/Evolutionary game theory/images","png","170490","f493a355d8030c6e0776fd01bf212e2fc5ffc6c9a5f1df66b7ecf6bf7d92710f","250x447 px","","","","lecture image asset","Three-panel giraffe/natural-selection illustration; exact source/rights not recorded.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","External photograph/illustration with no recorded license or provenance in the folder; do not reuse. Replace with verified public-domain/licensed art or an original diagram.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Replace; do not publish this asset without provenance and permission/license verification.","Opened in an all-assets montage and checked visually; dimensions 250x447 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/hawkdove1.png","05/Evolutionary game theory/images","png","21808","c69bea55fa39f630d35c8cf9187ee3bb611688cf95e0ce453ffb60e7bfcdea9c","304x214 px","","","","lecture image asset","Model chart of hawk-dove frequency dynamics approaching the mixed equilibrium from one side.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 304x214 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/hawkdove2.png","05/Evolutionary game theory/images","png","23133","4395782805b2460f7868756ad1107ee5dbbbec978e8f115740b029907c44dc62","303x209 px","","","","lecture image asset","Model chart of hawk-dove frequency dynamics approaching the mixed equilibrium from the other side.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 303x209 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/hawkdove3.png","05/Evolutionary game theory/images","png","20792","c15f785cc2f55e750944a2cbb999a89f3fd85eb51ba60973aa78baa1c741d899","302x214 px","","","","lecture image asset","Model chart starting near the hawk-dove mixed equilibrium.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 302x214 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/neighbors.png","05/Evolutionary game theory/images","png","16290","aef2032f2565efc4ba0ca8770a2fc6c3fd5fd36a1f04ce05cbebade6f76f219d","510x510 px","","","","lecture image asset","Simple 3x3 lattice diagram showing four orthogonal and four diagonal neighbors.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Simple schematic; provenance not recorded. Redraw natively to avoid uncertainty and improve accessibility.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Redraw as accessible SVG with four- and eight-neighbor states clearly distinguished.","Opened in an all-assets montage and checked visually; dimensions 510x510 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/schelling.jpg","05/Evolutionary game theory/images","jpg","88471","08d9862e6f4e60fdcbd39db3a30de7a24f21fc351d95163f16d7df66d6842324","1237x1080 px","","","","lecture image asset","Photograph of Thomas Schelling; exact source/rights not recorded.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","External photograph/illustration with no recorded license or provenance in the folder; do not reuse. Replace with verified public-domain/licensed art or an original diagram.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Replace; do not publish this asset without provenance and permission/license verification.","Opened in an all-assets montage and checked visually; dimensions 1237x1080 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/segregation_equilibrium.png","05/Evolutionary game theory/images","png","30452","967bee083a8c2c69facf2ba51fa4d219bcfadc4291305f93fa4d86c764107e2b","398x398 px","","","","lecture image asset","NetLogo Schelling segregation equilibrium screenshot with segregated color clusters.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 398x398 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/segregation_initial.png","05/Evolutionary game theory/images","png","34259","fff46f9a01f191522c600032eeb545287381d1e470ba3581ca340c23f93f0426","399x398 px","","","","lecture image asset","NetLogo Schelling segregation initial random condition.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 399x398 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/segregation_update1.png","05/Evolutionary game theory/images","png","34442","9d56810da31b535557d458014a51aaee50947ead60ee8da3deb250540bead76f","400x398 px","","","","lecture image asset","NetLogo Schelling segregation intermediate update.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 400x398 px."
"05 - Strategic and Social Decisions/Evolutionary Game Theory/img/staghunt1.png","05/Evolutionary game theory/images","png","22710","b8802f5456b11c5218a0e3c45cb9ebe424818d9e1928c539d706d006501b4be9","303x212 px","","","","lecture image asset","Stag-hunt population-frequency trajectory converging to Stag from above the basin threshold.","Supports the evolutionary-game, spatial-cooperation, ethnocentrism, or segregation teaching sequence.","Visual/model output only; no recoverable run seed, parameter registry, or raw series accompanies the raster image, so do not make quantitative claims from pixels.","Underlying sources include Maynard Smith & Price; Hammond & Axelrod; Schelling; and Wilensky NetLogo models, as applicable.","Model-generated screenshot/chart, but the underlying NetLogo model files state CC BY-NC-SA 3.0. Direct reuse can impose attribution, noncommercial, and share-alike conditions; an independently implemented/redrawn figure is safer.","No current evolutionary-games chapter.","Visual for missing evolutionary-games chapter.","Advanced evolutionary-games chapter/appendix, using a recreated accessible figure only.","Recreate as a clean, book-native chart/schematic from the stated model/equations; cite the model/source and do not treat the screenshot as empirical data.","Opened in an all-assets montage and checked visually; dimensions 303x212 px."
