series,time_et,value,unit,field
kalshi,2024-11-06T01:23:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:24:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:25:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:26:00-05:00,96.0,cents,close
kalshi,2024-11-06T01:27:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:28:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:29:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:30:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:31:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:32:00-05:00,99.0,cents,close
kalshi,2024-11-06T01:33:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:34:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:35:00-05:00,99.0,cents,close
kalshi,2024-11-06T01:36:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:37:00-05:00,99.0,cents,close
kalshi,2024-11-06T01:38:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:39:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:40:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:41:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:42:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:43:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:44:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:45:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:46:00-05:00,99.0,cents,close
kalshi,2024-11-06T01:47:00-05:00,99.0,cents,close
kalshi,2024-11-06T01:48:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:49:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:50:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:51:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:52:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:53:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:54:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:55:00-05:00,98.0,cents,close
kalshi,2024-11-06T01:56:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:57:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:58:00-05:00,97.0,cents,close
kalshi,2024-11-06T01:59:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:00:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:01:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:02:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:03:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:04:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:05:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:06:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:07:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:08:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:09:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:10:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:11:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:12:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:13:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:14:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:15:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:16:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:17:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:18:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:19:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:20:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:21:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:22:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:23:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:24:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:25:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:26:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:27:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:28:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:29:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:30:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:31:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:32:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:33:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:34:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:35:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:36:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:37:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:38:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:39:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:40:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:41:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:42:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:43:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:44:00-05:00,98.0,cents,close
kalshi,2024-11-06T02:45:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:46:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:47:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:48:00-05:00,99.0,cents,close
kalshi,2024-11-06T02:49:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:50:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:51:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:52:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:53:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:54:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:55:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:56:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:57:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:58:00-05:00,97.0,cents,close
kalshi,2024-11-06T02:59:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:00:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:01:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:02:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:03:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:04:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:05:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:06:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:07:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:08:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:09:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:10:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:11:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:12:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:13:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:14:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:15:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:16:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:17:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:18:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:19:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:20:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:21:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:22:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:23:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:24:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:25:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:26:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:27:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:28:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:29:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:30:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:31:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:32:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:33:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:34:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:35:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:36:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:37:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:38:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:39:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:40:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:41:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:42:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:43:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:44:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:45:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:46:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:47:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:48:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:49:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:50:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:51:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:52:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:53:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:54:00-05:00,98.0,cents,close
kalshi,2024-11-06T03:55:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:56:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:57:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:58:00-05:00,97.0,cents,close
kalshi,2024-11-06T03:59:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:00:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:01:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:02:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:03:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:04:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:05:00-05:00,98.0,cents,close
kalshi,2024-11-06T04:06:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:07:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:08:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:09:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:10:00-05:00,98.0,cents,close
kalshi,2024-11-06T04:11:00-05:00,98.0,cents,close
kalshi,2024-11-06T04:12:00-05:00,98.0,cents,close
kalshi,2024-11-06T04:13:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:14:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:15:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:16:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:17:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:18:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:19:00-05:00,99.0,cents,close
kalshi,2024-11-06T04:20:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:21:00-05:00,99.0,cents,close
kalshi,2024-11-06T04:22:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:23:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:24:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:25:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:26:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:27:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:28:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:29:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:30:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:31:00-05:00,99.0,cents,close
kalshi,2024-11-06T04:32:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:33:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:34:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:35:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:36:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:37:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:38:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:39:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:40:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:41:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:42:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:43:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:44:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:45:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:46:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:47:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:48:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:49:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:50:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:51:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:52:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:53:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:54:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:55:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:56:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:57:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:58:00-05:00,97.0,cents,close
kalshi,2024-11-06T04:59:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:00:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:01:00-05:00,99.0,cents,close
kalshi,2024-11-06T05:02:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:03:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:04:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:05:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:06:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:07:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:08:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:09:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:10:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:11:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:12:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:13:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:14:00-05:00,99.0,cents,close
kalshi,2024-11-06T05:15:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:16:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:17:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:18:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:19:00-05:00,99.0,cents,close
kalshi,2024-11-06T05:20:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:21:00-05:00,99.0,cents,close
kalshi,2024-11-06T05:22:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:23:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:24:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:25:00-05:00,99.0,cents,close
kalshi,2024-11-06T05:26:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:27:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:28:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:29:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:30:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:31:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:32:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:33:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:34:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:35:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:36:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:37:00-05:00,98.0,cents,close
kalshi,2024-11-06T05:38:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:39:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:40:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:41:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:42:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:43:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:44:00-05:00,98.0,cents,close
kalshi,2024-11-06T05:45:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:46:00-05:00,98.0,cents,close
kalshi,2024-11-06T05:47:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:48:00-05:00,98.0,cents,close
kalshi,2024-11-06T05:49:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:50:00-05:00,98.0,cents,close
kalshi,2024-11-06T05:51:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:52:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:53:00-05:00,99.0,cents,close
kalshi,2024-11-06T05:54:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:55:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:56:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:57:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:58:00-05:00,97.0,cents,close
kalshi,2024-11-06T05:59:00-05:00,97.0,cents,close
kalshi,2024-11-06T06:00:00-05:00,97.0,cents,close
ES=F,2024-11-05T18:00:00-05:00,5820.25,index points,open
ES=F,2024-11-05T19:00:00-05:00,5815.75,index points,open
ES=F,2024-11-05T20:00:00-05:00,5838.0,index points,open
ES=F,2024-11-05T21:00:00-05:00,5844.5,index points,open
ES=F,2024-11-05T22:00:00-05:00,5882.5,index points,open
ES=F,2024-11-05T23:00:00-05:00,5882.25,index points,open
ES=F,2024-11-06T00:00:00-05:00,5879.5,index points,open
ES=F,2024-11-06T01:00:00-05:00,5883.75,index points,open
ES=F,2024-11-06T02:00:00-05:00,5901.75,index points,open
ES=F,2024-11-06T03:00:00-05:00,5919.0,index points,open
ES=F,2024-11-06T04:00:00-05:00,5945.5,index points,open
ES=F,2024-11-06T05:00:00-05:00,5948.5,index points,open
ES=F,2024-11-06T06:00:00-05:00,5942.75,index points,open
